duns,cleanName,vendorName,origName,url
1325463,Motorola Solutions,"Motorola Solutions, Inc.",MOTOROLA INC,
806785247,Visionary Integration Professionals,"Visionary Integration Professionals, Inc.",VISIONARY INTEGRATION PROFESSIONALS INC.,
1381284,General Dynamics Corporation,General Dynamics Corporation,GENERAL DYNAMICS CORPORATION,
611641312,Leidos Holdings,"Leidos Holdings, Inc.",SAIC INC.,
812417640,"Grupo Aeroportuario del Sureste, S.A.B. de C.V.","Grupo Aeroportuario del Sureste, S.A.B. de C.V.",AEROSTAR AIRPORT HOLDINGS LLC,
54698428,State of Michigan,State of Michigan,STATE OF MICHIGAN,
73299026,City of New York,City of New York,THE NEW YORK CITY OF,
73354573,County of Imperial,County of Imperial,IMPERIAL COUNTY (INC),
79414138,CBX Holding,"Cbx Holding, LLC",CBX HOLDING LLC,
55947485,City of Orlando,City of Orlando,CITY OF ORLANDO,
69672137,County of Hillsborough,County of Hillsborough,COUNTY OF HILLSBOROUGH,
80483434,Inseego,Inseego Corp.,FEENEY WIRELESS LLC,
111023727,Novatel Wireless,"Novatel Wireless, Inc.",FEENEY WIRELESS LLC,
808245794,The University of Alabama System,The University of Alabama System,THE UNIVERSITY OF ALABAMA SYSTEM,
884114609,The Dun & Bradstreet Corporation,The Dun & Bradstreet Corporation,THE DUN & BRADSTREET CORPORATION,
86694861,Altec,"Altec, Inc.",ALTEC INC.,
79297662,Keysight Technologies,"Keysight Technologies, Inc.",KEYSIGHT TECHNOLOGIES INC.,
3256088,University System of Maryland,University System of Maryland,UNIVERSITY SYSTEM OF MARYLAND,
612674457,Software Forensics,"Software Forensics, Inc",SOFTWARE FORENSICS INC,
690549415,Rigaku Corporation,RIGAKU CORPORATION,RIGAKU ANALYTICAL DEVICES INC.,
624851515,Sirina Fire Protection,Sirina Fire Protection Corp.,SIRINA FIRE PROTECTION CORP.,
226012417,Foster & Freeman,FOSTER & FREEMAN LIMITED,FOSTER & FREEMAN LTD.,
20645206,SP Plus Corporation,Sp Plus Corporation,STANDARD PARKING CORPORATION,
967356127,Northrop Grumman Corporation,Northrop Grumman Corporation,NORTHROP GRUMMAN CORPORATION,
86352689,Electronic Warfare Associates,"Electronic Warfare Associates, Inc.",ELECTRONIC WARFARE ASSOCIATES INC.,http://WWW.EWA.COM
491179547,Nal Research,,NAL RESEARCH CORP.,
46901799,Cox Enterprises,"Cox Enterprises, Inc.",COX ENTERPRISES INC.,
363596297,Stericycle,"Stericycle, Inc.",STERICYCLE INC.,
1724962,Teachers Insurance and Annuity Association of America,Teachers Insurance and Annuity Association of America,TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA,
79282059,Haworth International,"Haworth International, Ltd.",HAWORTH INTERNATIONAL LTD.,
1338086,Olin Corporation,Olin Corporation,OLIN CORPORATION,
14089630,Ovation Enterprises,"Ovation Enterprises, Inc.",VISIONWORX LLC,
750159915,Ava Risk Group,AVA RISK GROUP LIMITED,FUTURE FIBRE TECHNOLOGIES PTY. LTD.,
8382293,Cubic Corporation,Cubic Corporation,CUBIC CORPORATION,
7872690,The Mitre Corporation,The Mitre Corporation,THE MITRE CORPORATION,
783837672,Engility Holdings,"Engility Holdings, Inc.",ENGILITY CORPORATION,
107930133,Forge Company,Forge Company,FORGE COMPANY,
5191895,Cision US,Cision US Inc.,CISION US INC.,
217304393,BAE Systems Aerospace & Defense Group,,BAE SYSTEMS AEROSPACE & DEFENSE GROUP INC.,
338309115,Praesidium Spa,PRAESIDIUM SPA,KDH DEFENSE SYSTEMS INC.,
210091856,Economist Newspaper(the),ECONOMIST NEWSPAPER LIMITED(THE),THE ECONOMIST NEWSPAPER LTD,
78628925,Veritas Capital Fund Management,"Veritas Capital Fund Management, L.L.C.",PERATON INC.,
355783010,PGS Group,Pgs Group AB,PGS GROUP AB,
620371422,Paladin Capital Group,Paladin Capital Group,PALADIN CAPITAL GROUP,
825892289,Trusted Translations,"Trusted Translations, Inc.",TRUSTED TRANSLATIONS INC.,
113402713,Franklin Covey Co.,Franklin Covey Co.,FRANKLIN COVEY CO.,
331266275,H&K,H&K AG,HECKLER & KOCH DEFENSE INC.,
603395794,Colt Defense Holding,Colt Defense Holding LLC,COLT DEFENSE HOLDING LLC,
371972030,Wespavia SA,Wespavia SA,FN AMERICA LLC,
45534641,Caci International,Caci International Inc,CACI INTERNATIONAL INC,
875632531,Jardine Matheson Holdings,Jardine Matheson Holdings Limited,PORTALS HOTEL SITE LLC,
690651989,Softbank Group,SOFTBANK GROUP CORP.,SPRINT COMMUNICATIONS COMPANY L.P.,
32672651,Krueger International,"Krueger International, Inc.",KRUEGER INTERNATIONAL INC.,
969380372,Affordable Interior Systems,"Affordable Interior Systems, Inc.",AIS GROUP HOLDINGS LLC,
3197803,L C Industries,L C Industries Inc.,LC INDUSTRIES INC.,
648551240,Glock Privatstiftung,Glock Privatstiftung,GLOCK PRIVATSTIFTUNG,
485642987,Schweizerische Eidgenossenschaft,Schweizerische Eidgenossenschaft,RUAG AMMOTEC USA INC.,
602495579,Hyatt Hotels Corporation,Hyatt Hotels Corporation,HYATT HOTELS CORPORATION,
153531108,Office Depot,"Office Depot, Inc.",OFFICE DEPOT INC.,
156992745,Integrio Technologies,"Integrio Technologies, LLC",SPECTRUM SYSTEMS INC.,
1368083,International Business Machines Corporation,International Business Machines Corporation,INTERNATIONAL BUSINESS MACHINES CORPORATION,
78745061,Science Applications International Corporation,Science Applications International Corporation,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,
50911668,Centurylink,"Centurylink, Inc.",CENTURYLINK INC.,
48620512,Data Systems Analysts,"Data Systems Analysts, Inc.",DATA SYSTEMS ANALYSTS INC.,
687763879,Wise,WISE Corp.,WISE CORP.,
74103508,Jacobs Engineering Group,Jacobs Engineering Group Inc.,JACOBS ENGINEERING GROUP INC.,
985015354,Accenture Public Company,ACCENTURE PUBLIC LIMITED COMPANY,ACCENTURE INC.,
108024050,AT&T,AT&T Inc.,AT&T INC.,
107212169,Verizon Communications,Verizon Communications Inc.,VERIZON COMMUNICATIONS INC.,
78975807,Satcom Direct,"Satcom Direct, Inc.",SATCOM DIRECT INC,
316268655,Sap Se,SAP SE,SAP AMERICA INC,
788549012,Widepoint Corporation,Widepoint Corporation,WIDEPOINT CORPORATION,
80521853,DXC Technology Company,DXC Technology Company,ENTERPRISE SERVICES LLC,
144280943,Alaska Native General Services,"Alaska Native General Services, LLC",ALASKA NATIVE GOVERNMENT SERVICES LLC,
17106386,Emcor Group,"Emcor Group, Inc.",EMCOR GROUP  INC.,
79659453,A&M Capital-GP,"A&M Capital-Gp, LP",CENTERRA GROUP  LLC,
815554056,Fleet Management Solutions ,,FLEET MANAGEMENT SOLUTIONS  INC.,
8898843,L-3 Communications Holdings ,,L-3 COMMUNICATIONS HOLDINGS  INC.,
79380105,ServiceMaster Global Holdings,"ServiceMaster Global Holdings, Inc.",TERMINIX INTERNATIONAL COMPANY LIMITED PARTNERSHIP  THE,
2323145,City of Philadelphia,City of Philadelphia,CITY OF PHILADELPHIA,
170009687,Language Line Holdings,"Language Line Holdings, Inc.",LANGUAGE LINE HOLDINGS  INC,
28579803,Prudential Overall Supply,Prudential Overall Supply,PRUDENTIAL OVERALL SUPPLY,
1338979,Textron,Textron Inc.,TEXTRON INC.,
40828980,County of Sherburne,"Sherburne, County of (inc)",SHERBURNE  COUNTY OF (INC),
50726181,Lincoln Securities,Lincoln Securities Corp.,LINCOLN SECURITIES CORP.,
221908138,Opsec Security Group ,,OPSEC SECURITY GROUP  INC.,
6070445,Oshkosh Corporation,Oshkosh Corporation,OSHKOSH CORPORATION,
8381758,Cohu,"Cohu, Inc.",COHU  INC.,
13567606,R&R Enterprises,"R&R Enterprises, Inc.",WC HOLDING  INC.,
859780389,H S Morgan Partnership,H S Morgan Limited Partnership,H S MORGAN LIMITED PARTNERSHIP,
13005702,Marriott International,"Marriott International, Inc.",MARRIOTT INTERNATIONAL  INC.,
66691122,County of Ventura,County of Ventura,COUNTY OF VENTURA,
523806806,Trident Acquisition Ead,TRIDENT ACQUISITION EAD,TELERIK INC.,
4671400,Lionbridge Technologies,"Lionbridge Technologies, Inc.",LIONBRIDGE TECHNOLOGIES  INC.,
368401212,Fiskars Oyj Abp,Fiskars Oyj Abp,FISKARS OYJ ABP,
480284384,RUAG Holding,RUAG Holding AG,RUAG HOLDING AG,http://www.ruag.com/
218114890,4imprint Group PLC,4IMPRINT GROUP PLC,4IMPRINT GROUP PLC,
187615534,Old Harbor Native Corporation,Old Harbor Native Corporation,OLD HARBOR NATIVE CORPORATION,
242694172,Jatom Systems,Jatom Systems Inc,JATOM SYSTEMS INC,
825796688,Venturehouse Group,Venturehouse Group LLC,VENTUREHOUSE GROUP LLC,
9256819,The Boeing Company,The Boeing Company,THE BOEING COMPANY,
22634265,Tessco Technologies,Tessco Technologies Incorporated,TESSCO TECHNOLOGIES INCORPORATED,
57156663,Comcast Corporation,Comcast Corporation,COMCAST CORPORATION,
79834910,Hewlett Packard Enterprise Company,HEWLETT PACKARD ENTERPRISE COMPANY,HEWLETT PACKARD ENTERPRISE COMPANY,
985419987,Eaton Corporation Public Company,EATON CORPORATION PUBLIC LIMITED COMPANY,EATON CORPORATION,
210273256,Smiths Group PLC,SMITHS GROUP PLC,SMITHS GROUP PLC,
428869465,Leonardo Spa,LEONARDO SPA,SELEX SYSTEMS INTEGRATION INC,
217006709,Cobham PLC,COBHAM PLC,COBHAM PLC,
961665820,The Keyw Holding Corporation,The Keyw Holding Corporation,THE KEYW HOLDING CORPORATION,
926878810,Hospitality Properties Trust,Hospitality Properties Trust,SIX CONTINENTS HOTELS  INC,
618705925,Northrop Grumman Innovation Systems,"Northrop Grumman Innovation Systems, Inc.",ALLIANT TECHSYSTEMS INC.,
107636946,H Group Holding,"H Group Holding, Inc",H GROUP HOLDING  INC,
78602866,Maui Acquisition,Maui Acquisition Corp.,SAFARILAND  LLC,
6970263,Level 3 Parent,"Level 3 Parent, LLC",LEVEL 3 COMMUNICATIONS  INC.,
825036189,Arotech Corporation,Arotech Corporation,AROTECH CORPORATION,
88765177,Miller-Heiman,"Miller-Heiman, Inc.",MILLER-HEIMAN  INC.,http://www.millerheiman.com
161395389,Unicom Systems,Unicom Systems Inc.,UNICOM SYSTEMS INC.,
355229832,Micro Systemation AB (Publ),Micro Systemation AB (Publ),MICRO SYSTEMATION AB (PUBL),
985033590,Ingersoll-Rand Public Company,INGERSOLL-RAND PUBLIC LIMITED COMPANY,INGERSOLL-RAND PUBLIC LIMITED COMPANY,
1023472,Tyco International Management Company,"Tyco International Management Company, LLC",TYCO INTEGRATED SECURITY LLC,
251923587,Shred-It International ULC,Shred-It International ULC,SHRED-IT USA INC.,
