award_id_piid,current_total_value_of_award,potential_total_value_of_award,recipient_name,recipient_parent_name,recipient_congressional_district,primary_place_of_performance_state_name,award_type,product_or_service_code_description,naics_description,domestic_or_foreign_entity,alaskan_native_owned_corporation_or_firm,american_indian_owned_business,indian_tribe_federally_recognized,native_hawaiian_owned_business,tribally_owned_business,woman_owned_business,women_owned_small_business,economically_disadvantaged_women_owned_small_business,joint_venture_women_owned_small_business,joint_venture_economic_disadvantaged_women_owned_small_bus,minority_owned_business,subcontinent_asian_asian_indian_american_owned_business,asian_pacific_american_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,other_minority_owned_business,,financial_year,veteran_owned_business,service_disabled_veteran_owned_business
70CMSD18P00000099,16800,16800,COWBOY STREETLIGHT CONCEALMENTS LLC,COWBOY STREETLIGHT CONCEALMENTS LLC,7,TEXAS,PURCHASE ORDER,VIDEO RECORDING AND REPRODUCING EQUIPMENT,PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCETE16F00009,16831,16831,ANNAMS SYSTEMS CORPORATION,ANNAMS SYSTEMS CORPORATION,15,DISTRICT OF COLUMBIA,DELIVERY ORDER,INFORMATION TECHNOLOGY SOFTWARE,SOFTWARE PUBLISHERS,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,,2016,f,f
HSCEDM17P00020,17013,88245,SAN DIEGO ASSOCIATION OF GOVERNMENTS,SAN DIEGO ASSOCIATION OF GOVERNMENTS,52,CALIFORNIA,PURCHASE ORDER,SUPPORT- MANAGEMENT: DATA COLLECTION,INVESTIGATION SERVICES,OTHER U.S. ENTITY (E.G. GOVERNMENT),f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCEMS17P00102,17080,17080,"RESPONSE MARKETING, INC.",RESPONSE MARKETING INC.,3,MINNESOTA,PURCHASE ORDER,OFFICE FURNITURE,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEDM16F00040,17161.76,17161.76,"BABCO INTERNATIONAL, INC.",BABCO INTERNATIONAL  INC.,3,ARIZONA,DELIVERY ORDER,PERSONAL TOILETRY ARTICLES,SOAP AND OTHER DETERGENT MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
70CMSD18FR0000028,17187.5,17187.5,HANAPS ENTERPRISES,HANAPS ENTERPRISES,17,TEXAS,DELIVERY ORDER,"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, ANALOG)",ELECTRONIC COMPUTER MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,t,f,f,f,f,t,t,f,f,f,f,f,,2018,f,f
HSCEMD17P00090,17280,95556,TECHNICAL MAINTENANCE AND SERVICES CORP,TECHNICAL MAINTENANCE AND SERVICES CORP,,PUERTO RICO,PURCHASE ORDER,"MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,,2017,f,f
HSCEMS16F00053,17378,17378,GRADUATE SCHOOL,GRADUATE SCHOOL,0,TEXAS,DELIVERY ORDER,EDUCATION/TRAINING- GENERAL,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD17F00088,17438.4,87192,DELUXE DELIVERY SYSTEMS INC.,DELUXE DELIVERY SYSTEMS INC.,10,NEW YORK,DELIVERY ORDER,SUPPORT- ADMINISTRATIVE: COURIER/MESSENGER,LOCAL MESSENGERS AND LOCAL DELIVERY,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,,2017,f,f
HSCEMD14F00043,17533,17533,IROBOT CORPORATION,IROBOT CORPORATION,,MASSACHUSETTS,DELIVERY ORDER,COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS,OTHER APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCEDM16F00021,17600,17600,SOURCELINQ LLC,SOURCELINQ LLC,20,TEXAS,DELIVERY ORDER,ATHLETIC AND SPORTING EQUIPMENT,SPORTING AND ATHLETIC GOODS MANUFACTURING,,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
HSCEMD14P00034,17624,17624,CONVERGINT TECHNOLOGIES LLC,CONVERGINT TECHNOLOGIES LLC,8,WASHINGTON,PURCHASE ORDER,HOUSEKEEPING- SURVEILLANCE,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD08F00124,17812.5,17812.5,NC4 PUBLIC SECTOR LIMITED LIABILITY COMPANY,NC4 INC.,48,CALIFORNIA,DELIVERY ORDER,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,COMPUTER TRAINING,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
70CDCR18FR0000074,17880,17880,PACIFIC LINK INTERNATIONAL CORPORATION,PACIFIC LINK INTERNATIONAL CORP.,4,NEW YORK,DELIVERY ORDER,"FOOTWEAR, MEN'S",ALL OTHER MISCELLANEOUS CHEMICAL PRODUCT AND PREPARATION MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,t,f
70CDCR18FR0000038,17988.75,17988.75,"W W GRAINGER, INC",W. W. GRAINGER INC.,10,PENNSYLVANIA,DELIVERY ORDER,MISCELLANEOUS WEAPONS,HARDWARE STORES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD17F00242,17991.27,17991.27,WEST PUBLISHING CORPORATION,WEST PUBLISHING CORPORATION,2,VIRGINIA,DELIVERY ORDER,BOOKS AND PAMPHLETS,INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCEDM16P00043,18000,24000,"ISLIP, TOWN OF",TOWN OF ISLIP,2,NEW YORK,PURCHASE ORDER,LEASE OR RENTAL OF EQUIPMENT- TRAINING AIDS AND DEVICES,ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,OTHER U.S. ENTITY (E.G. GOVERNMENT),f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD17P00036,18000,54000,"VILLAGE OF OAK LAWN, THE",VILLAGE OF OAK LAWN,3,ILLINOIS,PURCHASE ORDER,LEASE OR RENTAL OF EQUIPMENT- TRAINING AIDS AND DEVICES,ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,OTHER U.S. ENTITY (E.G. GOVERNMENT),f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD17P00114,18054.73,18054.73,"WHISPERING PINES ENTERPRISES, LTD",WHISPERING PINES ENTERPRISES LTD,4,MARYLAND,PURCHASE ORDER,MISCELLANEOUS VEHICULAR COMPONENTS,CURRENT-CARRYING WIRING DEVICE MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEDM12P00090,18064.2,18064.2,"NEO TECHNOLOGIES, INC.",NEO TECHNOLOGIES INC.,7,PENNSYLVANIA,PURCHASE ORDER,OFFICE DEVICES AND ACCESSORIES,OFFICE MACHINERY AND EQUIPMENT RENTAL AND LEASING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,,2018,f,f
HSCEDM16F00009,18188.53,18188.53,SYSTEC GROUP LLC,SYSTEC GROUP LLC,1,NEBRASKA,DELIVERY ORDER,INSTALLATION OF EQUIPMENT- SPECIAL INDUSTRY MACHINERY,ALL OTHER INDUSTRIAL MACHINERY MANUFACTURING,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
70CMSD18P00000007,18321.07,18321.07,"SCI, INC.",SCI INC.,1,NEW MEXICO,PURCHASE ORDER,COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEDM16P00081,18360,18360,"KERN, COUNTY OF",COUNTY OF KERN,23,CALIFORNIA,PURCHASE ORDER,SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEVAL,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",OTHER U.S. ENTITY (E.G. GOVERNMENT),f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMS15J00046,18492,18492,"REMINGTON ARMS COMPANY, INC.",CERBERUS CAPITAL MANAGEMENT L.P.,,NORTH CAROLINA,DELIVERY ORDER,"AMMUNITION, THROUGH 30MM",SMALL ARMS AMMUNITION MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD17F00168,18506.12,18506.12,"VASTEC, INC.",VASTEC INC.,14,FLORIDA,BPA CALL,IT AND TELECOM- DATA CONVERSION,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD16P00046,18660,18660,NATIONAL HOSPITALITY MANAGEMENT,NATIONAL HOSPITALITY MANAGEMENT,1,NEVADA,PURCHASE ORDER,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
HSCETE08J00424,18748.08,18748.08,GOVERNMENT ACQUISITIONS INCORPORATED,GOVERNMENT ACQUISITIONS INC.,1,WASHINGTON,DELIVERY ORDER,"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, DIGITAL)",OTHER COMPUTER RELATED SERVICES,,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,,2018,f,f
HSCECR15P00016,18750,33150,COUNTY OF CLARK,COUNTY OF CLARK,3,WASHINGTON,PURCHASE ORDER,LEASE/RENTAL OF RECREATIONAL BUILDINGS,ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,OTHER U.S. ENTITY (E.G. GOVERNMENT),f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCETC16P00001,18814.52,18814.52,CLOUDBURST TECHNOLOGIES LLC,JERAL COMMUNICATIONS  L.L.C.,4,TEXAS,PURCHASE ORDER,TELEPHONE AND TELEGRAPH EQUIPMENT,COMMUNICATION EQUIPMENT REPAIR AND MAINTENANCE,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
HSCEDM16P00048,18831,18831,MIDDLE GEORGIA DIVERSIFIED INDUSTRIES INC,MIDDLE GEORGIA DIVERSIFIED INDUSTRIES INC,12,GEORGIA,PURCHASE ORDER,"OUTERWEAR, MEN'S",TEXTILE AND FABRIC FINISHING MILLS,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
HSCEMS16P00043,18850.5,18850.5,"MOUNTAIN RF SENSORS, INC",MOUNTAIN RF SENSORS  INC,20,MISSISSIPPI,PURCHASE ORDER,"RADAR EQUIPMENT, AIRBORNE",RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
HSCEDM17P00017,18852,52884,IMPERIAL VALLEY RIFLE & PISTOL ASSOCIATION,EMPERIAL VALLEY RIFFLE & PISTOL ASSOCIATION,51,CALIFORNIA,PURCHASE ORDER,LEASE OR RENTAL OF EQUIPMENT- WEAPONS,OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMR15F00045,18896.91,18896.91,"ENTERPRISE TECHNOLOGY SOLUTIONS, INC.",ENTERPRISE TECHNOLOGY SOLUTIONS INC.,17,DISTRICT OF COLUMBIA,DELIVERY ORDER,"PHONOGRAPHS, RADIOS, AND TELEVISION SETS: HOME TYPE",COMPUTER STORAGE DEVICE MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,t,f,f,f,f,t,t,f,f,f,f,f,,2018,f,f
HSCEMD17P00127,18900,18900,WORD SYSTEMS INC,WORD SYSTEMS INC,5,INDIANA,PURCHASE ORDER,OFFICE TYPE SOUND RECORDING AND REPRODUCING MACHINES,AUDIO AND VIDEO EQUIPMENT MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
70CMSD18P00000043,19250,59850,HURON VALLEY GUNS,HURON VALLEY GUNS,11,MICHIGAN,PURCHASE ORDER,LEASE OR RENTAL OF EQUIPMENT- TRAINING AIDS AND DEVICES,ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMS17F00058,19288.7,19288.7,MONTGOMERY MARKETING INC,MMI OUTDOOR INC.,2,ALABAMA,DELIVERY ORDER,TENTS AND TARPAULINS,SPORTING AND ATHLETIC GOODS MANUFACTURING,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEDM17F00101,19500,19500,"A-1 FREEMAN RELOCATION SERVICES, INC.",A-1 FREEMAN RELOCATION SERVICES  INC.,35,TEXAS,DELIVERY ORDER,MAINT/REPAIR/REBUILD OF EQUIPMENT- OFFICE SUPPLIES AND DEVICES,USED HOUSEHOLD AND OFFICE GOODS MOVING,U.S. OWNED BUSINESS,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,t,,2017,f,f
HSCEMD17P00122,19550,19550,NAL RESEARCH CORP.,NAL RESEARCH CORP.,1,VIRGINIA,PURCHASE ORDER,MISCELLANEOUS VEHICULAR COMPONENTS,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FOREIGN-OWNED BUSINESS INCORPORATED IN THE U.S.,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCETE15F00002,19631.87,19631.87,WIDEPOINT INTEGRATED SOLUTIONS CORP.,WIDEPOINT CORPORATION,11,DISTRICT OF COLUMBIA,BPA CALL,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,CUSTOM COMPUTER PROGRAMMING SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCETE15F00002,19631.87,19631.87,"ISYS, LLC",ISYS  LLC,10,DISTRICT OF COLUMBIA,BPA CALL,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,CUSTOM COMPUTER PROGRAMMING SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2015,f,f
HSCEDM17P00058,19683,50957.57,KRP DATA SYSTEMS,KRP DATA SYSTEMS,4,OREGON,PURCHASE ORDER,INFORMATION TECHNOLOGY SOFTWARE,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEDM17P00021,19755.84,82579.44,"HDR ENVIRONMENTAL, OPERATIONS AND CONSTRUCTION, INC.",H.D.R. INC.,4,CALIFORNIA,PURCHASE ORDER,HOUSEKEEPING- TRASH/GARBAGE COLLECTION,SOLID WASTE COLLECTION,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD15P00044,19800,37040,SEATTLE POLICE ATHLETIC ASSOC,SEATTLE POLICE ATHLETIC ASSOC,9,WASHINGTON,PURCHASE ORDER,LEASE/RENTAL OF RECREATIONAL BUILDINGS,ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,OTHER U.S. ENTITY (E.G. GOVERNMENT),f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
70CMSD18FR0000010,19908,19908,NTERONE CORPORATION,NTERONE CORPORATION,3,NORTH CAROLINA,DELIVERY ORDER,TECHNICAL REPRESENTATIVE- TRAINING AIDS AND DEVICES,OTHER COMPUTER RELATED SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,t,f
HSCEMR13P00015,19930.92,19930.92,PRIORITY COURIER,PRIORITY COURIER,9,TENNESSEE,PURCHASE ORDER,SUPPORT- ADMINISTRATIVE: COURIER/MESSENGER,COURIERS AND EXPRESS DELIVERY SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
70CIT018P00000002,20000,92820,MARINUS ANALYTICS LLC,MARINUS ANALYTICS LLC,14,DISTRICT OF COLUMBIA,PURCHASE ORDER,INFORMATION TECHNOLOGY SOFTWARE,OTHER COMPUTER RELATED SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
70CMSD18P00000075,20000,20000,"TRIMECH SOLUTIONS, LLC",TRI-MECH SOLUTIONS LLC,7,VIRGINIA,PURCHASE ORDER,INFORMATION TECHNOLOGY SUPPORT EQUIPMENT,OTHER COMPUTER RELATED SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,t,f
HSCEDM17P00042,20000,50000,"SECURITY SOLUTIONS GROUP, L.L.C.",SECURITY SOLUTIONS GROUP L.L.C.,10,NEW JERSEY,PURCHASE ORDER,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
70CMSD18P00000073,20087.22,20087.22,"L3 TECHNOLOGIES, INC.",L3 TECHNOLOGIES INC.,1,NEW HAMPSHIRE,PURCHASE ORDER,"NIGHT VISION EQUIPMENT, EMITTED AND REFLECTED RADIATION",OPTICAL INSTRUMENT AND LENS MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD15P00011,20196,25476,"STATE POLICE, MICHIGAN DEPARTMENT OF",STATE OF MICHIGAN,8,MICHIGAN,PURCHASE ORDER,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,POLICE PROTECTION,OTHER U.S. ENTITY (E.G. GOVERNMENT),f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMS16F00030,20321.37,20321.37,"UNITED SITE SERVICES, INC.",UNITED SITE SERVICES  INC.,2,PENNSYLVANIA,DELIVERY ORDER,LEASE/RENTAL OF SEWAGE AND WASTE FACILITIES,TEMPORARY HELP SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
HSCEDM15P00005,20560.25,36487.53,UNIFIRST CORPORATION,UNIFIRST CORPORATION,35,TEXAS,PURCHASE ORDER,"LEASE OR RENTAL OF EQUIPMENT- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA",INDUSTRIAL LAUNDERERS,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCEDM13P00071,20567.35,20567.35,ACTION WORKPLACE SERVICE,ACTION WORKPLACE SERVICE,7,ARIZONA,PURCHASE ORDER,"REPLENISHABLE FIELD MEDICAL SETS, KITS, AND OUTFITS",DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCETE14P00049,20786.04,31530.91,"BCS SYSTEMS, INC.",BCS SYSTEMS  INC.,9,DISTRICT OF COLUMBIA,PURCHASE ORDER,INFORMATION TECHNOLOGY SOFTWARE,OTHER COMPUTER RELATED SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
HSCEMS15F00020,20806,20806,S J BASHEN INC,BASHEN CORPORATION,7,TEXAS,BPA CALL,SUPPORT- PROFESSIONAL: HUMAN RESOURCES,INVESTIGATION SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,t,f,f,f,f,t,f,f,t,f,f,f,,2016,f,f
HSCEMS17P00078,20837.84,20837.84,"UNITED TACTICAL SYSTEMS, LLC",ADVANCED TACTICAL ORDNANCE SYSTEMS LLC,10,PENNSYLVANIA,PURCHASE ORDER,MISCELLANEOUS WEAPONS,AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD17P00009,21000,21000,ACCESSDATA GROUP INC.,SOFTWARE FORENSICS INC,3,VIRGINIA,PURCHASE ORDER,EDUCATION/TRAINING- INFORMATION TECHNOLOGY/TELECOMMUNICATIONS TRAINING,COMPUTER TRAINING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCETE17P00049,21006,21006,KWIZCOM CORPORATION,KWIZCOM CORPORATION,,DISTRICT OF COLUMBIA,PURCHASE ORDER,INFORMATION TECHNOLOGY SOFTWARE,OTHER COMPUTER RELATED SERVICES,FOREIGN-OWNED BUSINESS NOT INCORPORATED IN THE U.S.,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
70CTD018FR0000150,21305.26,21305.26,"FOUR POINTS TECHNOLOGY, L.L.C.",FOUR POINTS TECHNOLOGY L.L.C.,10,DISTRICT OF COLUMBIA,DELIVERY ORDER,INFORMATION TECHNOLOGY COMPONENTS,OTHER COMPUTER RELATED SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,t,t
70CMSD18FR0000013,21427.71,21427.71,"DOLLAR THRIFTY AUTOMOTIVE GROUP, INC.",DOLLAR THRIFTY AUTOMOTIVE GROUP INC.,19,FLORIDA,DELIVERY ORDER,PASSENGER MOTOR VEHICLES,PASSENGER CAR RENTAL,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCETE16P00040,21450,21450,CJEN INC.,CJEN INC.,11,VIRGINIA,PURCHASE ORDER,INFORMATION TECHNOLOGY SOFTWARE,SOFTWARE PUBLISHERS,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,,2016,f,f
70CMSD18P00000018,21704,21704,"IBEAGHA, ANTHONY",IBEAGHA ANTHONY,5,PENNSYLVANIA,PURCHASE ORDER,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING,TRANSLATION AND INTERPRETATION SERVICES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,,2018,f,f
HSCEDM16P00013,21734.7,21734.7,"ACME SUPPLY CO., LTD",ACME SUPPLY CO.  LTD,3,CALIFORNIA,PURCHASE ORDER,"CLOTHING, SPECIAL PURPOSE",CLOTHING ACCESSORIES STORES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,,2016,f,f
HSCEDM16P00103,21790,21790,"NORTH CENTRAL SIGHT SERVICES, INC.",NORTH CENTRAL SIGHT SERVICES  INC.,10,PENNSYLVANIA,PURCHASE ORDER,STATIONERY AND RECORD FORMS,OFFICE SUPPLIES AND STATIONERY STORES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
HSCEMS17P00088,21991.43,21991.43,"AIKEN, R P & SON",AIKEN R P & SON,9,PENNSYLVANIA,PURCHASE ORDER,INSTALLATION OF EQUIPMENT- LIGHTING FIXTURES AND LAMPS,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,t,f
70CMSW18P00000009,22000,22000,"RISKLENS, INC.",CXOWARE INC.,5,WASHINGTON,PURCHASE ORDER,EDUCATION/TRAINING- CERTIFICATIONS/ACCREDITATIONS FOR EDUCATIONAL INSTITUTIONS,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD16F00055,22210,22210,"CONNECTICUT TRAILERS, INC.",CONNECTICUT TRAILERS  INC.,2,MARYLAND,DELIVERY ORDER,TRAILERS,TRUCK TRAILER MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
70CDCR18FR0000037,22223,22223,BOSS INNOVATION & MARKETING,BOSS INNOVATION & MARKETING INC.,45,CALIFORNIA,DELIVERY ORDER,VEHICULAR FURNITURE AND ACCESSORIES,SPORTING AND ATHLETIC GOODS MANUFACTURING,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2018,f,f
HSCEMD16P00086,22250,22250,CALSPAN CORPORATION,CALSPAN CORPORATION,26,NEW YORK,PURCHASE ORDER,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,TESTING LABORATORIES,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2016,f,f
HSCEDM14P00113,22260,22260,"PHILADELPHIA, CITY OF",CITY OF PHILADELPHIA,,PENNSYLVANIA,PURCHASE ORDER,SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEVAL,OTHER GENERAL GOVERNMENT SUPPORT,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,2017,f,f
