detloc,state,source,author,title,description,url
"mercy-first-nassau-new-york-52","New York","The New York Times","Adam Goldman","Militants Free American Woman and Family Held for 5 Years in Afghanistan...","An American woman, her Canadian husband and three children were held for five years in Afghanistan by a Taliban faction, the Haqqani network.","https://www.nytimes.com/2017/10/12/us/politics/militants-free-american-woman-and-family-held-for-5-years-in-afghanistan.html"
"mercy-first-nassau-new-york-52","New York","Nypost.com","Post Editorial Board","Bergdahl舗s guilty pleas won舗t end the scandalous tale","Sgt. Bowe Bergdahl is admitting his guilt, bringing an end of sorts to one of the most shameful episodes of President Barack Obama’s tenure. Bergdahl, who faced an Army court-martial this month, will plead guilty to the two counts with which he’s been charged…","http://nypost.com/2017/10/08/bergdahls-guilty-pleas-wont-end-the-scandalous-tale/"
"mercy-first-nassau-new-york-52","New York","Nypost.com","Tamar Lapin","DUI suspect ditches smile in new mugshot as charges escalate","This wiped the smile off her face. A Florida woman who flashed a wide grin in her mugshot for a DUI arrest following a fatal crash, was appropriately somber in her new mugshot Saturday — this time for manslaughter charges. Angenette Marie Welk, 44, was initia…","https://nypost.com/2018/05/22/dui-suspect-ditches-smile-in-new-mugshot-as-charges-escalate/"
"mercy-first-nassau-new-york-52","New York","Nypost.com","Mark Cannizzaro","The Jaguars killed themselves, and they sadly know it","FOXBOROUGH, Mass. — When some time passes, when the hurt wanes a bit and the Jaguars dissect what went wrong after they had gotten so tantalizingly close to advancing to the first Super Bowl in franchise history, they’ll find their 24-20 loss to the Patriots …","https://nypost.com/2018/01/21/the-jaguars-killed-themselves-and-they-sadly-know-it/"
"mercy-first-nassau-new-york-52","New York","The New York Times",null,"Otherworldly: From ‘Frankenstein’ to Nora Roberts in 200 Years","New releases in speculative fiction include a viral dystopia, a fantasy kingdom ruled by magic, a lesbian pulp noir satire and a classic revisited.","https://www.nytimes.com/2017/12/26/books/review/new-science-fiction-fantasy.html"
"mercy-first-nassau-new-york-52","New York","The New York Times",null,"Critic’s Take: Jonathan Lethem on the Cool Disturbances of Anna Kavan’s ‘Ice’","Fifty years after Kavan’s novel was first published, Lethem revisits her lucid yet anguished work, and her troubled life.","https://www.nytimes.com/2017/10/27/books/review/jonathan-lethem-anna-kavan-ice.html"
"mercy-first-nassau-new-york-52","New York","Nydailynews.com","Christian Red","Canadian regulatory body suspends Dr. Anthony Galea for 9 months","Anthony Galea had his medical license suspended in Canada for nine months by a Canadian medical regulatory body Wednesday.","http://www.nydailynews.com/sports/more-sports/canadian-regulatory-body-suspends-dr-anthony-galea-9-months-article-1.3681886"
"mercy-first-nassau-new-york-52","New York","Nydailynews.com","EDGAR SANDOVAL, LARRY McSHANE","Newtown church holds somber Mass for Sandy Hook shooting victims","The melancholy sound of a church bell ringing 26 times marked the fifth anniversary of the Newtown school shooting.","http://www.nydailynews.com/news/national/newtown-church-holds-somber-mass-sandy-hook-shooting-victims-article-1.3698225"
"mercy-first-nassau-new-york-52","New York","Nypost.com","Natalie O'Neill","Rising number of people using Uber for hospital trips","Hey Uber, let’s go to the ER! Ambulance use has plunged at least 7 percent nationally since the ride-sharing app hit the market, according to a new study. Researchers compared the number of ambulance rides taken before Uber launched to after it became availab…","https://nypost.com/2017/12/15/rising-number-of-people-using-uber-for-hospital-trips/"
"mercy-first-nassau-new-york-52","New York","Nypost.com","Carl Campanile","Congress candidate makes ‘creepy’ comments about McKayla Maroney","A hotel executive running for Congress posted “creepy” statements on social media joking about his attraction to gold medal gymnast McKayla Maroney — when she was just 16-years-old. Suraj Patel, who is running against Rep. Carolyn Maloney in the Democratic pr…","https://nypost.com/2018/03/04/congress-candidate-makes-creepy-comments-about-mckayla-maroney/"
"mercy-first-nassau-new-york-52","New York","Nydailynews.com","KATE FELDMAN","Kathie Lee Gifford explains why she contacted Cosby, Weinstein","Kathie Lee Gifford sticks by her friends — no matter what.","http://www.nydailynews.com/entertainment/kathie-lee-gifford-explains-contacted-cosby-weinstein-article-1.3875095"
"mercy-first-nassau-new-york-52","New York","Nydailynews.com","KATE FELDMAN","Kathie Lee Gifford reached out to Bill Cosby, Harvey Weinstein","Kathie Lee Gifford sticks by her friends — no matter what.","http://www.nydailynews.com/entertainment/kathie-lee-gifford-reached-bill-cosby-harvey-weinstein-article-1.3875095"
"mercy-first-nassau-new-york-52","New York","The New York Times","BEN KENIGSBERG","Review: In ‘Daddy’s Home 2,’ Father Doesn’t Know Best","Mel Gibson gets off lightly as a crass paterfamilias in this comedy sequel to the hit starring Will Ferrell and Mark Wahlberg.","https://www.nytimes.com/2017/11/09/movies/review-in-daddys-home-2-mel-gibson-will-ferrell-mark-wahlberg.html"
"mercy-first-nassau-new-york-52","New York","Nypost.com","Carl Campanile, Ruth Brown","Congressional candidate using hookup apps to recruit supporters","U up? I’m running for office. A New York Congressional candidate with a history of posting creepy statements on social media is now using fake profiles on hookup apps to recruit supporters. “It’s kinda like catfishing,” Suraj Patel, 34, who is running against…","https://nypost.com/2018/06/22/congressional-candidate-using-hookup-apps-to-recruit-supporters/"
"mercy-first-nassau-new-york-52","New York","The New York Times","JONAH ENGEL BROMWICH","yes: Death of a Biohacker","Biohackers believe that in the future, citizen-scientists will be able to cure diseases and grow stronger with homemade treatments. Aaron Traywick wanted that future to arrive faster than anyone else.","https://www.nytimes.com/2018/05/19/style/biohacker-death-aaron-traywick.html"
"mercy-first-nassau-new-york-52","New York","Nydailynews.com","CHRISTOPHER BRENNAN","Missouri governor admits affair, accused of blackmailing woman","The governor allegedly blindfolded a woman, took a picture, and told her not to tell anyone about their actions.","http://www.nydailynews.com/news/national/missouri-governor-admits-affair-accused-blackmailing-woman-article-1.3750722"
"mercy-first-nassau-new-york-52","New York","Nypost.com","Hannah Withiam","Lakers teammate backs up Lonzo Ball after Wizard’s Twitter attack","Lonzo Ball fortunately has his Lakers brothers to support him in the face of his boastful dad. Second-year forward Brandon Ingram stood up for Ball on Tuesday after the Wizards’ Marcin Gortat mocked the rookie on behalf of his father LaVar’s pregame predictio…","http://nypost.com/2017/10/24/lakers-teammate-backs-up-lonzo-ball-after-wizards-twitter-attack/"
"mercy-first-nassau-new-york-52","New York","Nydailynews.com","MOLLY CRANE-NEWMAN","Las Vegas shooting survivor watched as life-loving boyfriend died","Bobby Eardley was hit with shrapnel fleeing the Las Vegas concert massacre and watched his boyfriend die before his eyes in the shooting.","http://www.nydailynews.com/news/national/las-vegas-shooting-survivor-watched-life-loving-boyfriend-died-article-1.3539006"
"mercy-first-nassau-new-york-52","New York","Nydailynews.com","Jared McCallister","CARIBBEAT: ‘Promise’ living on","Undeterred by Hurricane Maria, Project Promise founder Resa O’Reilly is working hard to help at-risk youth on St. Croix in the USVI.","http://www.nydailynews.com/new-york/caribbeat-promise-living-article-1.3704099"
"mercy-first-nassau-new-york-52","New York","Nydailynews.com","Rachel Desantis","Eliza Dushku's 'True Lies' co-star Jamie Lee Curtis, more voice support after sexual assault claim - New York Daily News","New York Daily News Eliza Dushku's 'True Lies' co-star Jamie Lee Curtis, more voice support after sexual assault claim New York Daily News Jamie Lee Curtis defended her “True Lies” co-star Eliza Dushku in a guest column for HuffPost. (Getty). BY Rachel Desant…","http://www.nydailynews.com/entertainment/jamie-lee-curtis-voices-support-eliza-dushku-article-1.3756724"
"mercy-first-nassau-new-york-52","New York","The New York Times","JULIE BOSMAN and RICHARD FAUSSET","In Places of Worship Scarred by Bullets, Long Memories and Shared Pain","Shootings at religious sites, like the First Baptist Church in Texas, prompt practical security measures. But the spiritual toll is more complicated.","https://www.nytimes.com/2017/11/07/us/churches-shootings-texas.html"
"mercy-first-nassau-new-york-52","New York","Nypost.com","Associated Press","Death row inmate wants firing squad instead of lethal injection","COLUMBUS, Ohio — A condemned inmate scheduled to die this month for the slaying of a teenage boy said officials should execute him by firing squad because his breathing problems and poor veins make him too ill to be killed by lethal injection. Ohio lawmakers …","http://nypost.com/2017/11/03/death-row-inmate-wants-firing-squad-instead-of-lethal-injection/"
"mercy-first-nassau-new-york-52","New York","Nypost.com","Associated Press","Google allowed Facebook to siphon your call and text logs","The news that Facebook’s Android app has been collecting call and text histories is yet another black eye for the social media giant. But just why was Facebook able to siphon off records of who its users were contacting — and when — in the first place? The sh…","https://nypost.com/2018/03/27/google-allowed-facebook-to-siphon-your-call-and-text-logs/"
"mercy-first-nassau-new-york-52","New York","The New York Times","JACK EWING","Europe’s Central Bank, Lagging Its Counterparts, Faces Eventful 2018","Mario Draghi, the president of the European Central Bank, was scheduled to attend the central bank’s final meeting of 2017 on Thursday. The bank has kept its interest rate at zero as the Federal Reserve and the Bank of England have raised their rates.","https://www.nytimes.com/2017/12/13/business/economy/ecb-draghi-rates.html"
"mercy-first-nassau-new-york-52","New York","The New York Times",null,"Letters: Held or Missing in Iran: Two Women Plead for Their Relatives","The wife of an imprisoned graduate student and the daughter of a missing father plead their cases to the Iranian government.","https://www.nytimes.com/2017/12/12/opinion/held-missing-iran.html"
"mercy-first-nassau-new-york-52","New York","Nypost.com","Joel Sherman","Yankees won’t overtake the Red Sox if they keep playing like this","BOSTON — For the first two-thirds of Thursday night’s game at Fenway Park, you could have initiated a pretty strong argument about just which phase of the Yankees was the worst — their starting pitching, their offense or their defense. In what is now a two-we…","https://nypost.com/2018/04/13/yankees-wont-overtake-the-red-sox-if-they-keep-playing-like-this/"
"mercy-first-nassau-new-york-52","New York","The New York Times","Jim Motavalli","Seeking a Smoother Ride, Whether You Drive or Your Autonomous Car Does","Self-driving technology could one day turn your car into a mobile living room. That has companies trying to figure out how to even out the roughest spots of the road to the future.","https://www.nytimes.com/2018/05/03/business/digital-chassis-autonomous-cars.html"
"mercy-first-nassau-new-york-52","New York","Nypost.com","Post Editorial Board","To answer Assad’s latest atrocity, Trump should go ‘no-fly’","President Trump was instantly tweeting tough about Bashar al-Assad’s latest atrocity, the gassing of civilians in rebel-held Eastern Ghouta. But America’s response this time should be more than Trump’s answer to Assad’s use of chemical weapons a year ago. It’…","https://nypost.com/2018/04/08/to-answer-assads-latest-atrocity-trump-should-go-no-fly/"
"mercy-first-nassau-new-york-52","New York","Nypost.com","Associated Press","Mom slams ‘police abuse’ after 7-year-old placed in handcuffs","MIAMI — School district officials in Florida said they followed standard protocol last week when a 7-year-old boy was placed in handcuffs and removed from his school — and they say it is the second time since the school year began that the first-grader had to…","https://nypost.com/2018/01/30/mom-slams-police-abuse-after-7-year-old-placed-in-handcuffs/"
"mercy-first-nassau-new-york-52","New York","Nypost.com","Marian L. Tupy","Don’t start rejoicing over Mugabe’s fall just yet","Robert Mugabe, the cartoonish dictator of Zimbabwe, wasn’t corrupted by 37 years in power. Contrary to the myth his admirers created in the 1980s, he never was a selfless revolutionary devoted to the welfare of his people. From his political emergence in the …","https://nypost.com/2017/11/17/dont-start-rejoicing-over-mugabes-fall-just-yet/"
"mercy-first-nassau-new-york-52","New York","Nydailynews.com","Editorials","A nation blessed: Affirming the Thanksgiving spirit","In the autumn of 1621, the pilgrims of the nascent Plymouth Colony in Massachusetts, along with scores...","http://www.nydailynews.com/opinion/nation-blessed-affirming-thanksgiving-spirit-article-1.3651904"
"mercy-first-nassau-new-york-52","New York","The New York Times","ANNA CODREA-RADO","Johann Johannsson, Award-Winning Movie Composer, Dies at 48","Johann Johannsson at the 2015 Golden Globe Awards ceremony in Beverly Hills, Calif., with the award he received for his score for “The Theory of Everything.”","https://www.nytimes.com/2018/02/12/obituaries/johann-johannsson-award-winning-movie-composer-dies-at-48.html"
"mercy-first-nassau-new-york-52","New York","Nypost.com","Robert Rorke","These TV stinkers never had a shot at winning an Emmy","Sunday’s Emmy Awards are all-about honoring the excellence and artistry that is part-and-parcel of the world of television. But while the Emmy nominees rehearse their speeches, speed-dial their psychics and fire their stylists before the awards ceremony, we’r…","http://nypost.com/2017/09/15/these-tv-stinkers-never-had-a-shot-at-winning-an-emmy/"
"mercy-first-nassau-new-york-52","New York","Nydailynews.com","Editorials","What Weiner deserves is serious prison time","Monday in Manhattan, Federal Judge Denise Cote will sentence former Rep. Anthony Weiner for his crimes.","http://www.nydailynews.com/opinion/weiner-deserves-serious-prison-time-article-1.3514679"
"mercy-first-nassau-new-york-52","New York","Nypost.com","Paul Schwartz","Eli Manning looks miserable, Giants unwatchable in truly sad game","GLENDALE, Ariz. — It went from bad to sad for Eli Manning early in the fourth quarter of another desultory loss, and you have to wonder if this is the way the franchise quarterback will go out and end his stay with the Giants. The game was already gone when M…","https://nypost.com/2017/12/24/eli-manning-looks-miserable-giants-unwatchable-in-truly-sad-game/"
"mercy-first-nassau-new-york-52","New York","Nypost.com","Howie Kussoy","Manhattan sophomore battled homelessness on road to NCAA","The wheels went up. Some seats went back. New York slowly faded from view. The Manhattan Jaspers were sailing over the Atlantic Ocean to the Basketball Hall of Fame Belfast Classic in Northern Ireland, and Pauly Paulicap was leaving his home country for the f…","https://nypost.com/2017/12/09/manhattan-sophomore-battled-homelessness-on-road-to-ncaa/"
"mercy-first-nassau-new-york-52","New York","The New York Times","DEBORAH CAMPBELL","Nonfiction: Like a Schindler for Iraq, This Unlikely War Hero Freed Women From ISIS","“The Beekeeper,” a harrowing true story by the poet Dunya Mikhail, recounts the dangerous exploits of a Yazidi man and the women he helped.","https://www.nytimes.com/2018/04/27/books/review/dunya-mikhail-beekeeper.html"
"mercy-first-nassau-new-york-52","New York","The New York Times","ALAN FEUER","Adhering to Family Tradition, Gotti’s Grandson Is Sentenced","John J. Gotti, grandson of the late mob boss who shared the same name, was led out of the New York City Police Department’s 113th Precinct in August 2016. Mr. Gotti, now 24, was sentenced Wednesday to five years in federal prison.","https://www.nytimes.com/2018/03/14/nyregion/gotti-federal-sentence.html"
"mercy-first-nassau-new-york-52","New York","The New York Times","DANI SHAPIRO","Nonfiction: A Memoir of Near-Death Experiences","Maggie O’Farrell’s “I Am I Am I Am” recounts a life lived on the brink of dying.","https://www.nytimes.com/2018/04/05/books/review/i-am-i-am-i-am-maggie-ofarrell.html"
"mercy-first-nassau-new-york-52","New York","The New York Times","MARÍA ANTONIA GARCÍA DE LA TORRE","Op-Ed Contributor: The Silence of Abused Women in Colombia","Demonstrating over Senate elections this month in Narino, Colombia. At least three cases of sexual abuse occur every hour in the country, but only a small percentage of victims seek justice.","https://www.nytimes.com/2018/03/01/opinion/abuse-women-colombia-silence.html"
"mercy-first-nassau-new-york-52","New York","The New York Times",null,"By the Book: Samantha Hunt: By the Book","The author Samantha Hunt, whose novel “The Seas” will be reissued in July, has started an apocalypse library: “I enjoy all these books. I just hope I’ll never need them to survive.”","https://www.nytimes.com/2018/06/21/books/review/samantha-hunt-by-the-book.html"
"mercy-first-nassau-new-york-52","New York","The New York Times","JENNIFER WILSON","How Dostoyevsky Predicted the ‘True Crime’ Craze","And what he can teach today’s podcasters, journalists and TV producers about where it should go next.","https://www.nytimes.com/2018/05/28/opinion/dostoyevsky-true-crime.html"
"mercy-first-nassau-new-york-52","New York","Nydailynews.com","ANDREW KESHNER","Brooklyn man gets 41 years in prison for fatally shooting teen","A Brooklyn man got a 41-year maximum prison sentence Tuesday for shooting a 16-year-old girl who authorities said rejected his advances.","http://www.nydailynews.com/new-york/nyc-crime/brooklyn-man-41-years-prison-fatally-shooting-teen-article-1.3760461"
"mercy-first-nassau-new-york-52","New York","Nypost.com","Gabrielle Fonrouge","This vital part of BDSM is a lot less sexy than you’d think","Thousands of years ago, in dusty temples across what is now modern-day Iraq, legend has it that an ancient Sumerian goddess forced her followers to bow before her. Adorned in jewels and battle armor, the beautiful young deity Inana was said to have a seductiv…","https://nypost.com/2018/03/22/this-vital-part-of-bdsm-is-a-lot-less-sexy-than-youd-think/"
"mercy-first-nassau-new-york-52","New York","Nydailynews.com","Frank Isola","Steve Kerr knows how to end LaVar Ball vs. President Trump feud","Kerr has a solution for everything.","http://www.nydailynews.com/sports/basketball/steve-kerr-lavar-ball-president-trump-feud-article-1.3644820"
"mercy-first-nassau-new-york-52","New York","Nydailynews.com","Mike Lupica","LUPICA: Congress does nothing on gun control after Texas massacre","The only thing as predictable as the sound of gunfire in the United States is the silence of the lambs in Congress.","http://www.nydailynews.com/news/politics/congress-gun-control-texas-church-shooting-article-1.3613274"
"mercy-first-nassau-new-york-52","New York","Nydailynews.com","KEVIN ARMSTRONG","Americans on verge of winning Presidents Cup","Pity Nick Price.","http://www.nydailynews.com/sports/more-sports/americans-verge-winning-presidents-cup-article-1.3533212"
"mercy-first-nassau-new-york-52","New York","The New York Times","CHRISTIAN BISCHOFF","‘He’s Doing Poorly,’ Says Wife of Princeton Student Jailed in Iran","Xiyue Wang, a Ph.D. candidate, has been imprisoned in Iran for more than a year. His wife, Hua Qu, spoke about the trauma that his detainment has caused.","https://www.nytimes.com/2017/09/18/world/middleeast/iran-china-xiyue-wang.html"
"mercy-first-nassau-new-york-52","New York","Nypost.com","Brian Lewis","Nuggets go wild against Nets’ depleted frontcourt in easy win","DENVER — Maybe it was the altitude or the back-to-back games. Or maybe it was just a shorthanded frontcourt getting eaten alive. Whatever the cause, the result was a 112-104 loss to the Nuggets that was nowhere near that close. The Nets handled the basketball…","http://nypost.com/2017/11/07/nuggets-go-wild-against-nets-depleted-frontcourt-in-easy-win/"
"mercy-first-nassau-new-york-52","New York","Nydailynews.com","Rich Schapiro","Puerto Rico still in anguish five weeks after Hurricane Maria","Puerto Rico still struggles to get water, power five weeks after Hurricane Maria","http://www.nydailynews.com/news/national/puerto-rico-anguish-weeks-hurricane-maria-article-1.3596161"
"mercy-first-nassau-new-york-52","New York","The New York Times","Nick Wingfield","Alexa, We’re Still Trying to Figure Out What to Do With You","Many people use digital assistants for the basics, like the weather forecast or music. It’s a long way from the digital home envisioned by their makers.","https://www.nytimes.com/2018/01/15/technology/virtual-assistants-alexa.html"
"mercy-first-nassau-new-york-52","New York","The New York Times","Benjamin Weiser","Three Men Charged in 2016 Plot to Bomb New York City - New York Times","Three Men Charged in 2016 Plot to Bomb New York City New York Times A plot to detonate bombs in Times Square and the New York City subway system and to open fire at concert venues last year was quietly thwarted, federal authorities disclosed on Friday. The bo…","https://www.nytimes.com/2017/10/06/nyregion/terrorism-plot-new-york-city.html"
"mercy-first-nassau-new-york-52","New York","Observer.com","Donald Scarinci, Donald Scarinci","Can President Donald Trump Pardon Himself?","While the United States Constitution is less than clear about whether a president can pardon himself, there are good reasons that no one has ever tested the theory.","http://observer.com/2018/06/presidential-pardon-donald-trump/"
"mercy-first-nassau-new-york-52","New York","Nypost.com","Emily Saul","‘Killer Nanny’ to rot in prison for slaughtering two kids in her care","Now she’s sorry. Killer Manhattan nanny Yoselyn Ortega claimed Monday that she was “very sorry for everything that happened” — just before she was sentenced to a maximum prison sentence of life without parole for fatally stabbing two of her little charges, Lu…","https://nypost.com/2018/05/14/killer-nanny-to-rot-in-prison-for-slaughtering-two-kids-in-her-care/"
"mercy-first-nassau-new-york-52","New York","The New York Times","DENISE GRADY and KATIE THOMAS","Company Comes Under Fire After Revealing Vaccine May Harm Some","Iran Lustre, resting at home in Las Pinas, south of Manila in the Philippines, received three shots of the dengue vaccine Dengvaxia. Iran had felt sick for a while afterward, but later recovered, although his parents worried that his illness was dengue.","https://www.nytimes.com/2017/12/17/health/sanofi-dengue-vaccine-philippines.html"
"mercy-first-nassau-new-york-52","New York","Nypost.com","Joel Sherman","Everyone else benefiting from baseball’s best rivalry","The red-hot revival of the Red Sox-Yankees benefits fans, MLB Network, Fox and ESPN, and the Astros and Indians. All three games this weekend likely will be sold out, two will be nationally broadcast and Houston and Cleveland will be among the most interested…","https://nypost.com/2018/06/28/everyone-else-benefiting-from-baseballs-best-rivalry/"
"mercy-first-nassau-new-york-52","New York","Observer.com","John Bonazzo, John Bonazzo","Candidate Who Catfished Voters With ‘Tinder Banking’ Widely Criticized","Voters are swiping left on candidates catfishing them.","http://observer.com/2018/06/tinder-catfishing-politics-suraj-patel/"
"mercy-first-nassau-new-york-52","New York","Nydailynews.com","Mike Mazzeo","Yankees’ problems put on display by Red Sox in embarrassing loss","The Red Sox ambushed Yankees ace Luis Severino like they knew what was coming.","http://www.nydailynews.com/sports/baseball/yankees/yankees-problems-put-display-red-sox-embarrassing-loss-article-1.3927247"
"mercy-first-nassau-new-york-52","New York","The New York Times","MARGARET RENKL","Contributing Op-Ed Writer: After War, Three Chords and the Truth","The songwriter Mary Gauthier’s new album, written with American veterans, suggests an unconventional way through trauma.","https://www.nytimes.com/2018/03/05/opinion/mary-gauthier-veterans-military.html"
"mercy-first-nassau-new-york-52","New York","Nypost.com","Marc Berman","Joakim Noah’s HS coach says veteran still has a lot in the tank","One of Joakim Noah’s confidants believes the Knicks center and Jeff Hornacek made a bad fit from the start because the former coach didn’t prioritize defense and was not structured enough. Whether new coach David Fizdale represents a new beginning for Noah ma…","https://nypost.com/2018/05/11/joakim-noahs-hs-coach-says-veteran-still-has-a-lot-in-the-tank/"
"mercy-first-nassau-new-york-52","New York","Observer.com","Brandon Katz, Brandon Katz","How Early Is Too Early? Our Completely Legitimate 2019 Oscars Picks and Predictions","Who are the early bets for the 91st Academy Awards?","http://observer.com/2018/03/oscars-2019-predictions-91st-academy-awards-picks/"
"mercy-first-nassau-new-york-52","New York","The New York Times","RORY SMITH","On Soccer: Love the Club. Loathe the American Owner.","Owners from the United States are more prominent than ever in British soccer, but not everyone is cheering their inroads, or their results.","https://www.nytimes.com/2017/09/16/sports/soccer/premier-league-american-owners.html"
"mercy-first-nassau-new-york-52","New York","The New York Times","HIROKO TABUCHI","U.S. Climate Change Policy: Made in California","Central Los Angeles. The California Air Resources Board, which regulates the state’s auto emissions standards, is opposing the Trump administration’s efforts to roll back Obama-era pollution rules.","https://www.nytimes.com/2017/09/27/climate/california-climate-change.html"
"mercy-first-nassau-new-york-52","New York","Observer.com","Joe Lapointe, Joe Lapointe","The Unholy Matrimony of Donald Trump and the Religious Right Wing","The line between the religious right and Bannon's race-based nationalists is increasingly blurry.","http://observer.com/2017/10/donald-trump-steve-bannon-nationalists-social-conservatives/"
"mercy-first-nassau-new-york-52","New York","Nydailynews.com","Rachel Reeves","High school teacher arrested for having sex with four students - AOL","AOL High school teacher arrested for having sex with four students AOL A high school art teacher accused of having sex with four students was arrested Wednesday. Jessie Lorene Goline, 25, faces one count of first-degree sexual assault because only one of the …","http://www.nydailynews.com/news/crime/high-school-teacher-arrested-sex-students-article-1.3510762?cid=aol"
"mercy-first-nassau-new-york-52","New York","Observer.com","James Jorden, James Jorden","‘Così Fan Tutte’ May Be Misogynistic, But Somehow the Met Made It Worse","In the Met's new production of Così Fan Tutte, director Phelim McDermott flings around a sledgehammer in an opera that should be treated with a surgical touch.","http://observer.com/2018/03/opera-review-met-cosi-fan-tutte-by-phelim-mcdermott-is-a-disaster/"
"mercy-first-nassau-new-york-52","New York","The New York Times","Charles Bramesco","'The Walking Dead' Season 8, Episode 14: Resurrection - New York Times","New York Times 'The Walking Dead' Season 8, Episode 14: Resurrection New York Times Although some critics refer to it as the “Disney Death,” that old trick of seemingly killing off characters only to revive them hastily will soon be more closely associated wi…","https://www.nytimes.com/2018/04/01/arts/television/walking-dead-recap.html"
"mercy-first-nassau-new-york-52","New York","The New York Times","Kirk Semple","Caravan of Migrants, After Arduous Trip, Begins Final Push to Border - New York Times","U.S. News & World Report Caravan of Migrants, After Arduous Trip, Begins Final Push to Border New York Times TIJUANA, Mexico — Hundreds of migrants who have traveled en masse through Mexico in the hope of getting safe passage into the United States, drawing a…","https://www.nytimes.com/2018/04/29/world/americas/mexico-caravan-trump.html"
"lincoln-hall-lincolndale-new-york-49","New York","The New York Times","MICHAEL COOPER","Lincoln Center Scraps a $500 Million Geffen Hall Renovation","The center and the New York Philharmonic announced they would seek simpler ways to improve a hall they have long wanted to change.","https://www.nytimes.com/2017/10/03/arts/music/lincoln-center-geffen-hall.html"
"lincoln-hall-lincolndale-new-york-49","New York","The New York Times","ROBIN POGREBIN and MICHAEL COOPER","David Geffen Criticizes ‘Shameful’ Lack of Support for Concert Hall","David Geffen in 2015. His $150 million donation to the Los Angeles County Museum of Art was announced one day after Lincoln Center said it would scale back plans to renovate David Geffen Hall.","https://www.nytimes.com/2017/10/04/arts/david-geffen-lincoln-center-new-york.html"
"lincoln-hall-lincolndale-new-york-49","New York","Nypost.com","Nicole Gelinas","Why megadonors should start thinking small","Another grand Gotham project has crumbled — with Lincoln Center last week scrapping a half-billion-dollar plan to remake the old Avery Fisher hall after two years of planning. But wealthy New York donors shouldn’t be “ashamed” of this, as patron David Geffen …","http://nypost.com/2017/10/08/why-megadonors-should-start-thinking-small/"
"lincoln-hall-lincolndale-new-york-49","New York","Nypost.com","Zach Braziller","Ex-Seton Hall coach ‘offended’ by corruption allegations","If Seton Hall gets into any trouble over the FBI’s investigation into corruption in college basketball, it will have nothing to do with former assistant coach Dwayne “Tiny” Morton, he told The Post on Monday night. The Lincoln High School basketball coach, wh…","https://nypost.com/2018/02/27/ex-seton-hall-coach-offended-by-corruption-allegations/"
"lincoln-hall-lincolndale-new-york-49","New York","The New York Times",null,"Letter: David Geffen’s ‘Stranded’ Gift","David Geffen in 2015. His $150 million donation to the Los Angeles County Museum of Art was announced one day after Lincoln Center said it would scale back plans to renovate David Geffen Hall.","https://www.nytimes.com/2017/10/08/opinion/geffen-lincoln-center.html"
"lincoln-hall-lincolndale-new-york-49","New York","The New York Times","ROBIN POGREBIN","Lincoln Center’s President Quits After Just a Year","“While we have achieved a lot together over the past year,” Lincoln Center’s president, Debora L. Spar, said in a statement on Friday, “I have also questioned whether the role is right for me.”","https://www.nytimes.com/2018/04/06/arts/lincoln-center-debora-spar.html"
"lincoln-hall-lincolndale-new-york-49","New York","Nydailynews.com","GRAHAM RAYMAN","Three injured after being struck by car near City Hall","Three people were struck by an car and injured Friday three blocks south of City Hall.","http://www.nydailynews.com/new-york/manhattan/injured-chain-reaction-crash-city-hall-article-1.3683971"
"lincoln-hall-lincolndale-new-york-49","New York","The New York Times",null,"Letter: The New York Philharmonic’s Way Forward","The audience at the renovated Music Hall in Cincinnati on Oct. 6.","https://www.nytimes.com/2017/10/19/opinion/new-york-philharmonic-david-geffen-hall.html"
"lincoln-hall-lincolndale-new-york-49","New York","The New York Times","ArtsJournal1","Does Cincinnati Music Hall's Renovation Hold Any Lessons For Lincoln Center's Geffen Hall?","“A concert hall that was simply too cavernous: hard to sell out and leaving audiences feeling distant from the music. Lobbies that have grown shabby over time. A fortresslike presence, somewhat isolated from the city just outside its doors. These are all prob…","https://www.nytimes.com/2017/10/17/arts/music/geffen-hall-cincinnati-lincoln-center.html"
"lincoln-hall-lincolndale-new-york-49","New York","The New York Times","MICHAEL COOPER","Lincoln Center to End Its Namesake Summer Festival","Jane Moss, who revived the center’s Mostly Mozart festival, will take control of all summer programming with the demise of the Lincoln Center Festival.","https://www.nytimes.com/2017/11/14/arts/music/lincoln-center-festival-jane-moss.html"
"lincoln-hall-lincolndale-new-york-49","New York","The New York Times","PETER LIBBEY","Books News: 5 Novels Selected To Vie as Best of the Booker Prize Winners","“Wolf Hall” by Hilary Mantel will compete against other Man Booker Prize-winning novels for the Golden Man Booker Prize.","https://www.nytimes.com/2018/05/26/books/5-novels-golden-booker-prize.html"
"lincoln-hall-lincolndale-new-york-49","New York","Nypost.com","Priscilla DeGregory","Boss tormented me with 舖big fat gay man舗 insults: suit","A staffer at a Westchester County home for troubled boys was mercilessly bullied by a supervisor who called him a “big fat gay man,’’ a new lawsuit says. Todd Marbury of upstate Ossining is suing Lincoln Hall, the non-profit he worked for, in Manhattan federa…","https://nypost.com/2017/12/28/boss-tormented-me-with-big-fat-gay-man-insults-suit/"
