county,link,name,state,lat,long,geocoded-address,found
Sterling,http://63.147.65.18/,Journal-Advocate,Colorado,40.6286433,-103.2044545,"504 N 3rd St, Sterling, CO 80751, USA",Match
Eads,http://www.kiowacountypress.com/,Kiowa County Press,Colorado,38.4806661,-102.7818055,"1208 Maine St, Eads, CO 81036, USA",Match
La Junta,http://www.lajuntatribunedemocrat.com/,La Junta Tribune-Democrat,Colorado,37.9841339,-103.543501,"422 Colorado Ave, La Junta, CO 81050, USA",Match
Lamar,http://www.lamardaily.com/,The Lamar Daily News,Colorado,37.4944318,-94.2757857,"100 E 11th St, Lamar, MO 64759, USA",Match
Boise,http://www.idahopapers.com/,Idaho Newspaper Association,Idaho,43.615448,-116.197027,"407 W Jefferson St, Boise, ID 83702, USA",Match
Boise,http://www.arbiteronline.com/,Arbiter Online,Idaho,43.6024888,-116.2018212,"1910 W University Dr, Boise, ID 83706, USA",Match
Boise,http://www.boiseweekly.com/,Boise Weekly,Idaho,43.611876,-116.203292,"523 W Broad St, Boise, ID 83702, USA",Match
Challis,http://www.challismessenger.com/,Challis Messenger,Idaho,44.5048863,-114.2357844,"310 Main St, Challis, ID 83226, USA",Match
Orofino,http://www.clearwatertribune.com/,Clearwater Tribune,Idaho,46.478508,-116.254673,"161 Main St, Orofino, ID 83544, USA",Match
Coeur d'Alene,http://www.cdapress.com/,Coeur d'Alene Press,Idaho,,,,
Ketchum,http://www.mtexpress.com/,Idaho Mountain Express,Idaho,43.6808267,-114.3681611,"591 1st Ave N, Ketchum, ID 83340, USA",Match
Nampa,http://www.idahopress.com/,Idaho Press-Tribune,Idaho,43.599287,-116.591748,"1618 N Merchant Way, Nampa, ID 83651, USA",Match
Pocatello,http://www.journalnet.com/,Idaho State Journal,Idaho,42.8627231,-112.4297156,"921 S 8th Ave, Pocatello, ID 83209, USA",Match
Blackfoot,http://www.unido.com/,Idaho Unido,Idaho,43.1904709,-112.3449773,"Blackfoot, ID 83221, USA",Match
Brooksville,http://www.hernandotoday.com/,Hernando Today,Florida,28.555576,-82.3864753,"Hernando County Government Center, 20 N Main St, Brooksville, FL 34601, USA",Match
Gainesville,http://www.alligator.org/,The Independent FL Alligator,Florida,29.6269057,-82.3402976,"2700 SW 13th St, Gainesville, FL 32608, USA",Match
Jacksonville,http://www.jaxlegalnotice.com/,Jacksonville Daily Record,Florida,30.3259872,-81.655689,"10 North Newnan Street, Jacksonville, FL 32202, USA",Match
Juno Beach,http://www.onepaper.com/junobeach/,Juno Beach Online,Florida,26.8930772,-80.0566595,"14775 U.S. Highway 1, Juno Beach, FL 33408, United States",Match
Jupiter,http://www.tcpalm.com/jupiter/,The Jupiter Courier,Florida,26.8882225,-80.1023966,"105, 254 Chimney Corner Ln, Jupiter, FL 33458, United States",Match
Key West,http://keysnews.com/,Key West Citizen,Florida,24.5693449,-81.761775,"3420 Northside Dr, Key West, FL 33040, USA",Match
Lake City,http://www.lakecityreporter.com/,Lake City Reporter,Florida,30.1889162,-82.6356058,"180 E Duval St, Lake City, FL 32055, USA",Match
Lake City,http://www.mylakecity.com/,Lake City News,Florida,33.872979,-79.754217,"107 N Acline St, Lake City, SC 29560, USA",Match
Lakeland,http://www.theledger.com/,The Ledger,Florida,28.0386567,-81.9590384,"300 Lime Street, Lakeland, FL 33815, USA",Match
North Fort Myers,http://www.cyberstreet.com/examiner/,Lee County Examiner,Florida,26.5749138,-81.8669851,"70 S Danley Dr, Fort Myers, FL 33907, USA",Match
Madison,http://www.greenepublishing.com/,Madison County Carrier,Florida,30.4536468,-83.4048511,"1695 FL-53, Madison, FL 32340, USA",Match
Marco Island,http://www.marconews.com/,Marco Island Eagle,Florida,25.9734795,-81.7278988,"1215 Bald Eagle Dr, Marco Island, FL 34145, USA",Match
Miami,http://www.communitynewspapers.com/,Miami's Community Newspapers,Florida,,,,
Miami,http://www.herald.com/,The Miami Herald,Florida,25.806977,-80.3443371,"3511 NW 91st Ave, Doral, FL 33172, USA",Match
Miami,http://www.miamitodaynews.com/,Miami Today,Florida,25.7436227,-80.2267337,"2000 S Dixie Hwy #100, Miami, FL 33133, USA",Match
Stamford,http://www.stamfordadvocate.com/,The Advocate,Connecticut,41.0829316,-73.5184142,"9 Riverbend Dr S, Stamford, CT 06907, USA",Match
Bristol,http://www.zwire.com/site/news.cfm?brd=1650,Bloomfield Journal,Connecticut,41.6717648,-72.9492703,"Bristol, CT 06010, USA",Partial Match
Guilford,http://www.zwire.com/site/news.cfm?brd=1632,The Branford Review,Connecticut,41.2799027,-72.8141185,"Branford, CT, USA",Match
Bristol,http://www.zwire.com/site/news.cfm?brd=1643,The Bristol Press,Connecticut,41.6717648,-72.9492703,"Bristol, CT 06010, USA",Match
New Milford,http://www.zwire.com/site/news.cfm?brd=1656,The Brookfield Journal,Connecticut,41.5788311,-73.4119811,"45 Main St B, New Milford, CT 06776, USA",Match
New Haven,http://www.ctbusinesstimes.com/,Business Times,Connecticut,41.3329921,-72.8749912,"100 Gando Dr, New Haven, CT 06511, USA",Match
Willimantic,http://www.thechronicle.com/,The Chronicle,Connecticut,41.7108531,-72.2050793,"322 Main St, Willimantic, CT 06226, USA",Match
Bakersfield,http://www.bakersfield.com/,The Bakersfield Californian,California,35.3732921,-119.0187125,"Bakersfield, CA, USA",Match
Big Bear Lake,http://bigbeargrizzly.net/,Big Bear Grizzly,California,34.248159,-116.885849,"42007 Fox Farm Rd # 3B, Big Bear Lake, CA 92315, USA",Match
Antioch,http://www.brentwoodnews.com/,Brentwood News,California,37.9325792,-121.6945928,"248 Oak St, Brentwood, CA 94513, USA",Match
Burbank,http://www.latimes.com/tcn/burbank/,Burbank Leader,California,34.052126,-118.2457412,"202 W 1st St, Los Angeles, CA 90012, USA",Match
Santa Rosa,http://www.busjrnl.com/,The Business Journal,California,38.4417914,-122.7155223,"427 Mendocino Ave, Santa Rosa, CA 95401, USA",Match
San Andreas,http://www.calpubco.com/,Calaveras on the WWW,California,38.196547,-120.681082,"15 Main St, San Andreas, CA 95249, USA",Match
Campbell,http://www.campbellreporter.com/,Campbell Reporter,California,37.2871651,-121.9499568,"Campbell, CA, USA",Partial Match
Carmel,http://www.carmelpinecone.com/,Carmel Pine Cone,California,36.6153805,-121.902818,"734 Lighthouse Ave, Pacific Grove, CA 93950, USA",Match
Chico,http://www.chicoexaminer.com/,Chico Examiner,California,39.7157833,-121.8065254,"400 E Park Ave, Chico, CA 95928, USA",Match
Clovis,http://www.clovisindependent.com/,Clovis Independent,California,36.8229076,-119.7036575,"420 Bullard Ave # 105, Clovis, CA 93612, USA",Match
Coalinga,http://www.coalinga.net/,Coalinga's Own,California,36.139678,-120.3601496,"Coalinga, CA 93210, USA",Partial Match
Seaside,http://www.coastweekly.com/,Coast Weekly,California,36.6005381,-121.8501883,"668 Williams Ave, Seaside, CA 93955, USA",Match
Carpenteria,http://www.coastalview.com/,Coastal View News,California,34.4001697,-119.519518,"4856 Carpinteria Ave, Carpinteria, CA 93013, USA",Partial Match
Walnut Creek,http://www.contracostatimes.com/,Contra Costa Times,California,37.9100783,-122.0651819,"Walnut Creek, CA, USA",Match
Atlanta,http://www.gapress.org/,Georgia Press Association,Georgia,33.8767003,-84.2631478,"3066 Mercer University Dr #200, Atlanta, GA 30341, USA",Match
Atlanta,http://www.snpa.org/,Southern Newspaper Publishers Association,Georgia,33.899841,-84.296505,"3680 N Peachtree Rd #300, Atlanta, GA 30341, USA",Match
Albany,http://www.albanyherald.com/,The Albany Herald,Georgia,31.5781596,-84.1510736,"126 N Washington St, Albany, GA 31701, USA",Match
Americus,http://www.americustimesrecorder.com/,Americus Times Recorder,Georgia,32.0714774,-84.2058113,"101 GA-27, Americus, GA 31709, USA",Match
Athens,http://www.onlineathens.com/,Athens Daily News-Banner-Herald,Georgia,33.9589765,-83.3721923,"1 Press Pl, Athens, GA 30601, USA",Match
Atlanta,http://atlanta.bcentral.com/atlanta/,Atlanta Business Chronicle,Georgia,33.8494749,-84.3653891,"3384 Peachtree Rd NE Suite 900, Atlanta, GA 30326, USA",Match
Atlanta,http://www.atlantadailyworld.com/,Atlanta Daily World,Georgia,33.6552451,-84.4287479,"100 Hartsfield Center Pkwy #500, Atlanta, GA 30354, USA",Match
Atlanta,http://www.ajc.com/,Atlanta Journal-Constitution,Georgia,33.9224901,-84.3464568,"223 Perimeter Center Pkwy NE, Dunwoody, GA 30346. Note: Visitor parking lot address is 219, Perimeter Center Pkwy NE, Dunwoody, GA 30346, United States",Match
Augusta,http://www.augustachronicle.com/,The Augusta Chronicle,Georgia,33.4504157,-82.1981764,"Grovetown, GA 30813, USA",Match
Little Rock,http://www.arkansasbusiness.com/,Arkansas Business,Arkansas,34.7472529,-92.2695522,"114 Scott St, Little Rock, AR 72201, USA",Match
Little Rock,http://www.ardemgaz.com/,Arkansas Democrat-Gazette,Arkansas,34.7436942,-92.270143,"121 E Capitol Ave, Little Rock, AR 72201, USA",Match
Little Rock,http://www.arktimes.com/,Arkansas Times,Arkansas,34.7477197,-92.2689913,"201 E Markham St #200, Little Rock, AR 72201, USA",Match
Batesville,http://www.arkansasweekly.com/,Arkansas Weekly,Arkansas,35.769314,-91.6416854,"920 Harrison St # C, Batesville, AR 72501, United States",Match
Hamburg,http://www.ashleycountyledger.com/,Ashley County Ledger,Arkansas,33.2261791,-91.7978457,"107 N Main St, Hamburg, AR 71646, USA",Match
Crossett,http://www.zwire.com/site/news.cfm?brd=1097,Ashley News Observer,Arkansas,33.1341375,-91.9604054,"106 E 2nd Ave, Crossett, AR 71635, USA",Match
Dover,http://www.atkinschronicle.com/,Atkins Chronicle & Dover Times,Arkansas,35.243318,-92.936147,"204 Ave 1 NE, Atkins, AR 72823, USA",Match
Magnolia,http://www.bannernews.net/,The Banner-News,Arkansas,33.2661181,-93.240301,"130 S Washington St, Magnolia, AR 71753, USA",Match
Batesville,http://www.guardonline.com/,Batesville Guard,Arkansas,35.7686535,-91.6558446,"258 W Main St, Batesville, AR 72501, USA",Match
Chicago,http://www.suntimes.com/,Chicago Sun-Times,Illinois,41.8428532,-87.6683989,"Chicago Sun-Times, Chicago, IL 60608, USA",Match
Chicago,http://www.chireader.com/,Chicago Reader,Illinois,41.8824905,-87.6569944,"30 N Racine Ave Suite 300, Chicago, IL 60607, USA",Match
Chicago,http://www.chicagotribune.com/,Chicago Tribune,Illinois,41.8848903,-87.6228126,"160 N Stetson Ave, Chicago, IL 60601, USA",Match
Clinton,http://www.clintondailyjournal.com/,Clinton Daily Journal,Illinois,40.1536479,-88.9645253,"Clinton, IL 61727, USA",Partial Match
Danville,http://www.dancomnews.com/,Commercial-News,Illinois,40.1264554,-87.6309248,"17 W North St, Danville, IL 61832, USA",Match
Elgin,http://www.suburbanchicagonews.com/couriernews/,The Courier-News,Illinois,41.7663394,-88.2183916,"495 N Commons Dr, #120, Aurora, IL 60504, United States",Match
Barrington,http://www.pioneerlocal.com/homepage/ba/,Courier-Review,Illinois,42.1303054,-88.1349983,"1455 Barrington Rd, Barrington, IL 60010, USA",Match
Chicago,http://www.crainschicagobusiness.com/,Crain's Chicago Business,Illinois,41.8847826,-87.6249624,"150 N Michigan Ave, Chicago, IL 60601, USA",Match
West Frankfort,http://www.dailyamericannews.com/,The Daily American,Illinois,37.897382,-88.9269218,"111 S Emma St, West Frankfort, IL 62896, USA",Match
Flora,http://www.advocatepress.com/,The Daily Clay County Advocate-Press,Illinois,38.6684983,-88.4862612,"105 W North Ave, Flora, IL 62839, USA",Match
Sterling,http://www.saukvalley.com/,The Daily Gazette,Illinois,41.8089316,-89.6599492,"3200 E Lincolnway, Sterling, IL 61081, USA",Match
Arlington Heights,http://www.dailyherald.com/,Daily Herald,Illinois,42.040707,-87.9800267,"155 E Algonquin Rd, Arlington Heights, IL 60005, USA",Match
Leadville,http://www.leadvilleherald.com/,Leadville Herald Democrat,Colorado,39.2499632,-106.2924617,"717 Harrison Ave, Leadville, CO 80461, USA",Match
Littleton,http://www.southmetronews.com/,Littleton Independent,Colorado,39.6523661,-104.9964481,"750 W Hampden Ave Suite 225, Englewood, CO 80110, USA",Match
Loveland,http://www.lovelandfyi.com/,Loveland Daily Reporter-Herald,Colorado,40.308982,-105.076281,"Northeast, 801 North 2nd Street, Berthoud, CO 80513, United States",Match
Creede,http://www.mineralcountyminer.com/,Mineral County Miner,Colorado,37.580807,-106.147153,"835 1st Ave, Monte Vista, CO 81144, USA",Match
Monte Vista,http://www.montevistajournal.com/,Monte Vista Journal,Colorado,37.580807,-106.147153,"835 1st Ave, Monte Vista, CO 81144, USA",Match
Montrose,http://www.montrosepress.com/,Montrose Daily Press,Colorado,38.5167403,-107.9181373,"3684 N Townsend Ave, Montrose, CO 81401, USA",Match
Salida,http://themountainmail.com/,Mountain Mail,Colorado,38.5350291,-105.99216,"125 E 2nd St, Salida, CO 81201, USA",Match
LaPorte,http://www.northfortynews.com/,North Forty News,Colorado,40.6263364,-105.133619,"3101 Kintzley Ct # J, Laporte, CO 80535, USA",Match
Fort Collins,http://www.ncbr.com/,The Northern Colorado Business Report,Colorado,40.5861614,-105.077433,"141 S College Ave, Fort Collins, CO 80524, USA",Match
Northern CO,http://www.northerncoloradocourier.com/,Northern Colorado Courier,Colorado,40.579287,-105.006168,"3825 E Mulberry St, Fort Collins, CO 80524, USA",Match
Pagosa Springs,http://www.pagosasun.com/,The Pagosa Springs Sun,Colorado,37.2673646,-107.0119867,"457 Lewis St, Pagosa Springs, CO 81147, USA",Match
Bayfield,http://www.pinerivertimes.com/,Pine River Times,Colorado,37.225008,-107.599234,"823 Co Rd 501, Bayfield, CO 81122, USA",Match
Center,http://www.centerpostdispatch.com/,Post-Dispatch,Colorado,37.09024,-95.712891,United States,Partial Match
Pueblo,http://www.chieftain.com/,The Pueblo Chieftain,Colorado,38.2730518,-104.61865,"825 W 6th St, Pueblo, CO 81003, USA",Match
Bailey,http://www.theflume.com/,Republican and Fairplay Flume,Colorado,39.405783,-105.4796036,"5138 Co Rd 64, Bailey, CO 80421, USA",Match
Boise,http://www.Idahostatesman.com/,The Idaho Statesman,Idaho,43.61591,-116.252454,"1200 N Curtis Rd, Boise, ID 83706, USA",Match
Island Park,http://www.islandparknews.com/,Island Park News,Idaho,44.4243637,-111.3710645,"Island Park, ID, USA",Partial Match
Potlach,http://www.lataheagle.com/,LatahEagle,Idaho,46.9215603,-116.8982195,"Potlatch, ID 83855, USA",Partial Match
Lewiston,http://www.lmtribune.com/,Lewiston Morning Tribune,Idaho,46.4227361,-117.0268312,"505 Capital St, Lewiston, ID 83501, USA",Match
Moscow,http://www.dnews.com/,The Moscow-Pullman Daily News,Idaho,46.7313945,-116.9992624,"220 E 5th St #205, Moscow, ID 83843, USA",Match
Mountain Home,http://www.mountainhomenews.com/,Mountain Home News,Idaho,43.1306643,-115.6916651,"195 S 3rd E St, Mountain Home, ID 83647, USA",Match
Montpelier,http://www.news-examiner.net/,News-Examiner,Idaho,42.317349,-111.30828,"847 Washington St, Montpelier, ID 83254, USA",Match
Idaho Falls,http://www.idahonews.com/,Post Register,Idaho,43.4989534,-112.0314774,"333 Northgate Mile, Idaho Falls, ID 83401, USA",Match
Saint Maries,http://www.stmariesidaho.com/,Saint Maries Gazette-Record,Idaho,47.3164532,-116.5659834,"610 Main Ave, St Maries, ID 83861, USA",Partial Match
Sandpoint,http://www.sandpoint.com/,Sandpoint Online,Idaho,48.273792,-116.552308,"405 Church St, Sandpoint, ID 83864, USA",Match
Burley,http://www.southidahopress.com/,The South Idaho Press,Idaho,42.538372,-113.7910039,"230 E Main St, Burley, ID 83318, USA",Partial Match
Coeur d'Alene,http://www.spokesmanreview.com/,Spokesman Review,Idaho,47.678466,-116.7892781,"608 Northwest Blvd #200, Coeur d'Alene, ID 83814, USA",Match
McCall,http://www.webdms.com/~starnews/,The Star-News,Idaho,44.9093528,-116.1011766,"1000 1st St, McCall, ID 83638, USA",Match
Deary,http://www.home.turbonet.com/tot/,Talk of the Town,Idaho,46.7993412,-116.5559894,"Deary, ID 83823, USA",Partial Match
Twin Falls,http://www.magicvalley.com/,The Times-News,Idaho,42.5574565,-114.4736507,"132 3rd St W, Twin Falls, ID 83301, USA",Match
Naples,http://www.naplesnews.com/,Naples Daily News,Florida,26.270943,-81.796399,"1100 Immokalee Rd, Naples, FL 34110, USA",Match
Naples,http://www.naplesnetnews.com/,Naples Net News,Florida,26.270943,-81.796399,"1100 Immokalee Rd, Naples, FL 34110, USA",Match
Winter Haven,http://www.polkonline.com/,News Chief,Florida,28.0269066,-81.7333013,"455 Sixth St SW, Winter Haven, FL 33881, USA",Match
Panama City,http://www.newsherald.com/,The News Herald,Florida,30.1672389,-85.6655309,"501 W 11th St, Panama City, FL 32401, USA",Match
Daytona Beach,http://www.n-jcenter.com/,The News-Journal,Florida,29.2293319,-81.0492607,"901 6th St, Daytona Beach, FL 32117, USA",Match
Fernandina Beach,http://www.fbnewsleader.com/,News-Leader,Florida,30.669898,-81.461033,"511 Ash St, Fernandina Beach, FL 32034, USA",Match
Fort Myers,http://www.news-press.com/,The News-Press,Florida,26.6405743,-81.8639458,"2442 Dr Martin Luther King Jr Blvd, Fort Myers, FL 33901, USA",Match
Sebring,http://www.newssun.com/,The News-Sun,Florida,27.4953386,-81.4409471,"207 Circle Park Dr, Sebring, FL 33870, USA",Match
Miami,http://www.miaminewtimes.com/,New Times,Florida,25.802364,-80.201909,"2750 NW 3rd Ave #24, Miami, FL 33127, USA",Match
Palm Beach,http://www.newtimesbpb.com/,New Times Broward,Florida,26.0107779,-80.1565583,"2450 Hollywood Blvd #301a, Hollywood, FL 33020, USA",Match
North Port,http://www.sun-herald.com/Newsnp.htm,North Port Sun Herald,Florida,27.0469466,-82.2517563,"13487 Tamiami Trail, North Port, FL 34287, USA",Match
Guilford,http://www.zwire.com/site/news.cfm?brd=1634,Clinton Recorder,Connecticut,41.2882208,-72.5288034,"Clinton, CT, USA",Partial Match
South Windsor,http://www.thewarrengroup.com/home/cr/home.asp,The Commercial Record,Connecticut,42.3502782,-71.0497491,"280 Summer St, Boston, MA 02210, USA",Match
West Hartford,http://www.ctjewishledger.com/,Connecticut Jewish Ledger,Connecticut,41.7868004,-72.7464288,"740 N Main St # W, West Hartford, CT 06117, USA",Match
Bridgeport,http://www.connpost.com/,Connecticut Post,Connecticut,41.2027902,-73.1862938,"115 Boston Ave, Bridgeport, CT 06610, USA",Match
New London,http://www.newlondonday.com/,The Day,Connecticut,41.355168,-72.0948486,"47 Eugene O'Neill Dr, New London, CT 06320, USA",Match
East Hartford,http://www.zwire.com/site/news.cfm?brd=1642,East Hartford Gazette,Connecticut,41.7770396,-72.6377511,"1406 Main St, East Hartford, CT 06108, USA",Match
Milford,http://www.zwire.com/site/news.cfm?brd=1639,East Haven Advertiser,Connecticut,41.212756,-73.090439,"10 Rowe Ave, Milford, CT 06460, USA",Match
Fairfield,http://www.fairfieldcitizen-news.com/, Fairfield Citizen-News,Connecticut,41.1420066,-73.2594376,"220 Carter Henry Dr, Fairfield, CT 06824, USA",Match
Stamford,http://www.fairfieldweekly.com/,Fairfield County Weekly,Connecticut,41.0534302,-73.5387341,"Stamford, CT, USA",Match
Fairfield,http://www.zwire.com/site/news.cfm?brd=1653, Fairfield Minuteman,Connecticut,41.1420066,-73.2594376,"220 Carter Henry Dr, Fairfield, CT 06824, USA",Match
Greenwich,http://www.greenwichtime.com/,Greenwich Time,Connecticut,41.0464731,-73.5708411,"1455 E Putnam Ave, Old Greenwich, CT 06870, USA",Match
